Name,ID,SMILES,inchi,LogS
2-chlorodibenzo-p-dioxin,,Clc1ccc2Oc3ccccc3Oc2c1,GIUGGRUEPHPVNR-UHFFFAOYSA-N,-5.8359
coumachlor,,CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,HENZOLWOIZODCT-UHFFFAOYSA-N,-5.836
2-methylphenanthrene,,Cc1ccc2c(ccc3ccccc23)c1,KANLOADZXMMCQA-UHFFFAOYSA-N,-5.8367
tetradecanol,,CCCCCCCCCCC(O)CCC,HRDGAIGDKJXHIU-UHFFFAOYSA-N,-5.837
Coumachlor,,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,DEKWZWCFHUABHE-UHFFFAOYSA-N,-5.839
coumachlor  (hemiketal isomer),,CC1(O)CC(C2=CC=C(Cl)C=C2)C3=C(O1)C4=C(OC3=O)C=CC=C4,ARIFBMNLDCJVSE-UHFFFAOYSA-N,-5.84
"2,2-bis[(sulfanyloxy)methyl]butyl phosphinite 1,5-bis[2-methyl-3-(sulfanyloxy)-2-[(sulfanyloxy)methyl]propyl] pentanedioate",,CCC(COP)(COS)COS.CC(COS)(COS)COC(=O)CCCC(=O)OCC(C)(COS)COS,BTOXUEYJVDLLSS-UHFFFAOYSA-N,-5.84194731
propargite,,CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,ZYHMJXZULPZUED-UHFFFAOYSA-N,-5.8457
propaquizafop,,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCCON=C(C)C,FROBCXTULYFHEJ-UHFFFAOYSA-N,-5.8479
"4-[(4-amino-3,5-diethylphenyl)methyl]-2,6-diethylaniline",,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,NWIVYGKSHSJHEF-UHFFFAOYSA-N,-5.848587947
hexythiazox,,C[C@H]1C(SC(=O)N1C(=O)NC2CCCCC2)c3ccc(Cl)cc3,XGWIJUOSCAQSSV-VPHXOMNUSA-N,-5.8487
hexythiazox,,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(Cl)C=C3,XGWIJUOSCAQSSV-UHFFFAOYSA-N,-5.85
"1,3-dipropyl-8-(3-noradamantyl)xanthine",,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)[C]34CC5[CH2]C(C[CH]3C5)C4)C1=O,PJBFVWGQFLYWCB-UHFFFAOYSA-N,-5.85
dialifos,,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,MUMQYXACQUZOFP-UHFFFAOYSA-N,-5.85
6-[3-(decanoyloxy)-2-[(heptanoyloxy)methyl]-2-[(octanoyloxy)methyl]propoxy]-6-oxohexanoic acid,,CCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCCC(O)=O.CCC(CO)(CO)CO.OC(=O)CCCCC(O)=O,YCGWUEYSZNACHN-UHFFFAOYSA-N,-5.853064556
,CHEMBL1783247,CCCNC(=O)c1nnc2c(cccc2c1N)c3cc(C)ccc3C,NTSIBLRVVRGOLO-UHFFFAOYSA-N,-5.853572333
,CHEMBL1783283,CCCNC(=O)c1nnc2c(c(F)ccc2c1N)c3ccc(OC)cc3OC,UMBHXQNJEMMKIG-UHFFFAOYSA-N,-5.853600467
"1-amino-2-methyl-9,10-anthracenedione",,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,ZLCUIOWQYBYEBG-UHFFFAOYSA-N,-5.8541
1-methylanthracene,,Cc1cccc2cc3ccccc3cc12,KZNJSFHJUQDYHE-UHFFFAOYSA-N,-5.8541
1-methylphenanthrene,,Cc1cccc2c1ccc3ccccc23,DOWJXOHBNXRUOD-UHFFFAOYSA-N,-5.8541
docosan-1-amine; hexadecan-1-amine; icosan-1-amine; octadecan-1-amine,,CCCCCCCCCCCCCCCCCCCN,INAMEDPXUAWNKL-UHFFFAOYSA-N,-5.85712424
disperse violet 1,,Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12,FBMQNRKSAWNXBT-UHFFFAOYSA-N,-5.859
cerium(3+) ion trifluoride,,[F-].[F-].[F-].[Ce+3],QCCDYNYSHILRDG-UHFFFAOYSA-K,-5.863344894
2-decyltetradecanoic acid,,CCCCCCCCCCCCC(CCCCCCCCCC)C(O)=O,OYXVDHZABMXCMX-UHFFFAOYSA-N,-5.867639522
chlorprothixene (form ii),,CN(C)CC\C=C/1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,WSPOMRSOLSGNFJ-AUWJEWJLSA-N,-5.87
fluoroglycofenethyl,,CCOC(=O)COC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,IPPAUTOBDWNELX-UHFFFAOYSA-N,-5.8729
haloxyfop-etotyl,,CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1,MIJLZGZLQLAQCM-UHFFFAOYSA-N,-5.8739
"1-phenyldecane-1,3-dione",,CCCCCCCC(=O)CC(=O)c1ccccc1,IFQULAPKPYIHBS-UHFFFAOYSA-N,-5.883696695
3-Hexanoyloxymethylphenyltoin,,O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,OLWXRKNZPGNRLT-UHFFFAOYSA-N,-5.886
"2,6-dihydroxy-anthraquinone",,Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,APAJFZPFBHMFQR-UHFFFAOYSA-N,-5.8892
9-methylanthracene,,c(c(c(c(c1ccc2)c2)C)ccc3)(c3)c1,CPGPAVAKSZHMBP-UHFFFAOYSA-N,-5.89
neodymium(3+) ion trifluoride,,[F-].[F-].[F-].[Nd+3],XRADHEAKQRNYQQ-UHFFFAOYSA-K,-5.893768237
Rifaximin,CAS80621-81-4,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,NZCRJKRKKOLAOJ-XRCRFVBUSA-N,-5.9
12h-benzo[c]phenothiazine,,N1c2ccccc2Sc3ccc4ccccc4c13,PGIGZWJIJSINOD-UHFFFAOYSA-N,-5.8957
Benzil dioxime,,ON=C(C1=CC=CC=C1)C(=NO)C1=CC=CC=C1,JJZONEUCDUQVGR-UHFFFAOYSA-N,-5.9
"2,2',6-pcb",,Clc1ccccc1c2c(Cl)cccc2Cl,MVXIJRBBCDLNLX-UHFFFAOYSA-N,-5.9003
calcium bis[2-[(2-hydroxynaphthyl)azo]naphthalenesulphonate],,[Ca++].[O-][S](=O)(=O)c1c(N\N=C\2C(=O)C=Cc3ccccc23)ccc4ccccc14.[O-][S](=O)(=O)c5c(N\N=C\6C(=O)C=Cc7ccccc67)ccc8ccccc58,AKLXUSFMCRHRNU-JBLAVHSWSA-L,-5.90030157
a-endosulfan,,ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl,RDYMFSUJUZBWLH-GDSHQCHSSA-N,-5.9019
oxacyclohexadecan-2-one,,O=C1CCCCCCCCCCCCCCO1,FKUPPRZPSYCDRS-UHFFFAOYSA-N,-5.903789723
"praseodymium(III,IV) oxide",,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Pr+3].[Pr+3].[Pr+3].[Pr+3].[Pr+3].[Pr+3],HPZIIFVSYNLWNX-UHFFFAOYSA-N,-5.905407865
nandrolone  butyrate,,CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,GEOFXJTWUJMUFZ-UHFFFAOYSA-N,-5.91
"2,4',6-trichlorodiphenyl  ether",,ClC1=CC=C(OC2=C(Cl)C=CC=C2Cl)C=C1,ZMRFCSWFCKICQE-UHFFFAOYSA-N,-5.91
"4-(2,4-Dichlorophenoxy)-2-methoxy-1-nitrobenzene",,COC1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],DXXVCXKMSWHGTF-UHFFFAOYSA-N,-5.91
Pencycuron,,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,OGYFATSSENRIKG-UHFFFAOYSA-N,-5.915
"2-naphthalenamine, 1-(phenylazo)-",,Nc1ccc2ccccc2c1N=Nc3ccccc3,KLCDQSGLLRINHY-UHFFFAOYSA-N,-5.916
"N-(1,3-benzothiazol-2-ylsulfanyl)cyclohexanamine",,C1CCC(CC1)NSc2sc3ccccc3n2,DEQZTKGFXNUBJL-UHFFFAOYSA-N,-5.91714268
"1,7-dichloronaphthalene",,ClC1=CC2=C(C=CC=C2Cl)C=C1,VQBIYCQGHAHVPN-UHFFFAOYSA-N,-5.92
,CHEMBL1783263,CCC(C)NC(=O)c1nnc2c(cccc2c1N)c3cc(OC)ccc3OC,RMNTXVHSVPDCSC-UHFFFAOYSA-N,-5.920527377
"2,7-dichloronaphthalene",,Clc1ccc2ccc(Cl)cc2c1,DWBQZSYTSNYEEJ-UHFFFAOYSA-N,-5.9217
2-decyloxirane,,CCCCCCCCCCC1CO1,MPGABYXKKCLIRW-UHFFFAOYSA-N,-5.92315685
fluoranthene,,C1=CC2=C(C=C1)C3=C4C(=CC=C3)C=CC=C24,GVEPBJHOBDJJJI-UHFFFAOYSA-N,-5.93
testosterone butyrate,,CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,OMPTUWYLCDEFSJ-UHFFFAOYSA-N,-5.93
"Atovaquone(0,430mg/ml) - neutral",,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,KUCQYCKVKVOKAY-UHFFFAOYSA-N,-5.931
bifenox,,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,SUSRORUBZHMPCO-UHFFFAOYSA-N,-5.9343
"2,2,4,6,6-pentamethyl-4-[(trimethylsilyl)oxy]-3,5-dioxa-2,4,6-trisilaheptane",,C[Si](C)(C)O[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,RGMZNZABJYWAEC-UHFFFAOYSA-N,-5.936026172
"2-hydroxy-1-{1-[4-(2-hydroxy-2-methylpropanoyl)phenyl]-1,3,3-trimethyl-2,3-dihydro-1H-inden-5-yl}-2-methylpropan-1-one",,CC(C)(O)C(=O)c1ccc(cc1)C2(C)CC(C)(C)c3cc(ccc23)C(=O)C(C)(C)O,MRBZZNMTRWISRD-UHFFFAOYSA-N,-5.93729046
"Decahydrospiro[furan-2(3H),5'-[4,7]methano[5h]indene]",,C1COC2(C1)CC3CC2C4CCCC34,JDJZAKLOMAHING-UHFFFAOYSA-N,-5.94156112
3-octadecyl-1-[4-({4-[(octadecylcarbamoyl)amino]phenyl}methyl)phenyl]urea,,CCCCCCCCCCCCCCCCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)NCCCCCCCCCCCCCCCCCC)cc2)cc1,IHBLBMDDUQOYLA-UHFFFAOYSA-N,-5.942994641
"2,2',3'-pcb",,Clc1cccc(c1Cl)c2ccccc2Cl,XVIZMMSINIOIQP-UHFFFAOYSA-N,-5.944
endosulfan sulfate,,ClC1=C(Cl)C2(Cl)C3CO[S](=O)(=O)OCC3C1(Cl)C2(Cl)Cl,AAPVQEMYVNZIOO-UHFFFAOYSA-N,-5.945
"bis(2-ethylhexyl) 3,4,5,6-tetrabromophthalate",,CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,UUEDINPOVKWVAZ-UHFFFAOYSA-N,-5.949075231
"1,1,3,3-tetramethylbutyl 2-(ethylperoxy)hexanoate",,CCCCC(CC)C(=O)OOC(C)(C)CC(C)(C)C,RFLMOBVJXKBPQW-UHFFFAOYSA-N,-5.94953191
"2,3,6-trichlorodiphenyl  ether",,ClC1=CC=C(Cl)C(=C1Cl)OC2=CC=CC=C2,RQSRPDGSUDRYLH-UHFFFAOYSA-N,-5.95
barium(2+) ion bis(2-[(E)-2-(2-hydroxynaphthalen-1-yl)diazen-1-yl]naphthalene-1-sulfonate),,[Ba++].[O-][S](=O)(=O)c1c(N\N=C\2C(=O)C=Cc3ccccc23)ccc4ccccc14.[O-][S](=O)(=O)c5c(N\N=C\6C(=O)C=Cc7ccccc67)ccc8ccccc58,MMXGUEISHWEPDM-JBLAVHSWSA-L,-5.950428144
bromophos ethyl,,CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,KWGUFOITWDSNQY-UHFFFAOYSA-N,-5.9521
Tolvaptan,CAS150683-30-0,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,GYHCTFXIZSNGJT-XMMPIXPASA-N,-5.95
ethenyl[(ethenyldimethylsilyl)oxy]dimethylsilane,,C[Si](C)(O[Si](C)(C)C=C)C=C,BITPLIXHRASDQB-UHFFFAOYSA-N,-5.954482552
"2-ethylhexyl 3,5,5-trimethylhexanoate",,CCCCC(CC)COC(=O)CC(C)CC(C)(C)C,LCVHZNSIAYNAGX-UHFFFAOYSA-N,-5.954976972
dioxotungsten,,O=[W]=O,DZKDPOPGYFUOGI-UHFFFAOYSA-N,-5.955730007
endosulfan (beta),,ClC1=C(Cl)C2(Cl)[C@@H]3CO[S](=O)OC[C@@H]3[C@@]1(Cl)C2(Cl)Cl,RDYMFSUJUZBWLH-VQDHCCOSSA-N,-5.9563
"4'-(Bis(2-hydroxyethyl)amino)-2,6-dichloro-2'-methyl-4-nitroazobenzene",,Cc1cc(ccc1N=Nc2c(Cl)cc(cc2Cl)[N+]([O-])=O)N(CCO)CCO,VJCRGIYTUNCUJU-UHFFFAOYSA-N,-5.9592
"1,2,3,6,7,8-hexahydropyrene",,C1CC2=CC=C3CCCC4=CC=C(C1)C2=C34,MBAIEZXRGAOPKH-UHFFFAOYSA-N,-5.96
oxotitanium; sulfuric acid,,O[S](O)(=O)=O.O=[Ti],ZYPJORZNHDXKSD-UHFFFAOYSA-N,-5.961394278
"2-hydroxy-1-{3-[4-(2-hydroxy-2-methylpropanoyl)phenyl]-1,1,3-trimethyl-2,3-dihydro-1H-inden-5-yl}-2-methylpropan-1-one",,CC(C)(O)C(=O)c1ccc(cc1)C2(C)CC(C)(C)c3ccc(cc23)C(=O)C(C)(C)O,AVZGRVCEWBPUNN-UHFFFAOYSA-N,-5.963849488
"Benzenamine, N-phenyl-, styrenated",,CC(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)c4ccccc4)cc2,BRWSDEFCJGIRLV-UHFFFAOYSA-N,-5.964168762
"3,7-dimethylocta-1,6-diene",,CC(CCC=C(C)C)C=C,FUDNBFMOXDUIIE-UHFFFAOYSA-N,-5.964586446
oxadiargyl,,CC(C)(C)C1=NN(C(=O)O1)c2cc(OCC#C)c(Cl)cc2Cl,DVOODWOZJVJKQR-UHFFFAOYSA-N,-5.9648
"methyl 4-[(2,5-dichlorophenyl)carbamoyl]-2-nitrobenzoate",,COC(=O)c1ccc(cc1[N+]([O-])=O)C(=O)Nc2cc(Cl)ccc2Cl,BVBSCSYCFCDVEU-UHFFFAOYSA-N,-5.965154646
"2,6-di-tert-butyl-4-nonylphenol",,[O-][N+](=O)c1ncn(CC(=O)Nc2cc(ccc2Cl)C(F)(F)F)n1,MXAJYGSMFXDTIF-UHFFFAOYSA-N,-5.968106767
quizalofop-p-ethyl,,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,OSUHJPCHFDQAIT-GFCCVEGCSA-N,-5.9694
N-phenylaniline; formaldehyde; propan-2-one,,CC(C)=O.C=O.N(c1ccccc1)c2ccccc2,AXEXTEASNRDWCD-UHFFFAOYSA-N,-5.969586401
(r)-quizalofop-ethyl,,CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1,OSUHJPCHFDQAIT-UHFFFAOYSA-N,-5.97
reserpine,,COC1C(CC2CN3CCC4=C([NH]C5=C4C=CC(=C5)OC)C3CC2C1C(=O)OC)OC(=O)C6=CC(=C(OC)C(=C6)OC)OC,QEVHRUUCFGRFIF-UHFFFAOYSA-N,-5.97
pendimethalin,,CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O,CHIFOSRWCNZCFN-UHFFFAOYSA-N,-5.9721
ZIPRASIDONE,CHEMBL708,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,MVWVFYHBGMAFLY-UHFFFAOYSA-N,-5.977939493
iodocopper,,[Cu+].[I-],LSXDOTMGLUJQCM-UHFFFAOYSA-M,-5.978750981
"N,N-diethyl-4-[(E)-2-phenyldiazen-1-yl]aniline",,CCN(CC)c1ccc(cc1)N=Nc2ccccc2,SJJISKLXUJVZOA-UHFFFAOYSA-N,-5.982115268
Ziprasidone Hydrochloride,CAS138982-67-9,Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,ZCBZSCBNOOIHFP-UHFFFAOYSA-N,-5.98
"Heptanoic acid, ester with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol pentanoate",,CCCCCCC(=O)OCC(CC)(CO)COC(=O)CCCC,CIPBJDPIFXKOLJ-UHFFFAOYSA-N,-5.982567027
"2-ethyl-9,10-dihydroanthracene-9,10-dione",,CCc1ccc2C(=O)c3ccccc3C(=O)c2c1,SJEBAWHUJDUKQK-UHFFFAOYSA-N,-5.984242497
2-dodecyloxirane,,CCCCCCCCCCCCC1CO1,IOHJQSFEAYDZGF-UHFFFAOYSA-N,-5.984684801
ARIPIPRAZOLE,CHEMBL1112,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CEUORZQYGODEFX-UHFFFAOYSA-N,-5.985957899
Fluticasone Propionate,CAS80474-14-2,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,WMWTYOKRWGGJOA-CENSZEJFSA-N,-5.99
"1-(4-{[4-(2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)phenyl]methyl}phenyl)-2,5-dihydro-1H-pyrrole-2,5-dione",,O=C1C=CC(=O)N1c2ccc(Cc3ccc(cc3)N4C(=O)C=CC4=O)cc2,XQUPVDVFXZDTLT-UHFFFAOYSA-N,-5.998008544
dicalcium (phosphonatooxy)phosphonate,,[Ca++].[Ca++].[O-][P]([O-])(=O)O[P]([O-])([O-])=O,JUNWLZAGQLJVLR-UHFFFAOYSA-J,-5.998459357
,CHEMBL1209585,Clc1ccc(c(Cl)c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,YLQQOTSPLJIVLY-UHFFFAOYSA-N,-5.998680608
,CHEMBL1209736,Brc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,JHFBTSRKDIWNFH-UHFFFAOYSA-N,-5.998699322
,CHEMBL1209430,Clc1cc(Cl)cc(CS(=O)(=O)NCC(N2CCCCCC2)c3ccccc3)c1,GIMVWSSMBYUNSF-UHFFFAOYSA-N,-5.998718284
,CHEMBL1682815,Clc1cccc(COc2ccc3C(=O)CCOc3c2)c1,OTBSGUYCPXCRBE-UHFFFAOYSA-N,-5.998983993
,CHEMBL1209361,Clc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,ALYDTJTXZZTPEP-UHFFFAOYSA-N,-5.999106627
2-[4-(2-{4-[2-(prop-2-enoyloxy)ethoxy]phenyl}propan-2-yl)phenoxy]ethyl prop-2-enoate,,CC(C)(c1ccc(OCCOC(=O)C=C)cc1)c2ccc(OCCOC(=O)C=C)cc2,XWUNIDGEMNBBAQ-UHFFFAOYSA-N,-5.999481603
,CHEMBL1209820,CCCS(=O)(=O)c1ccc(cc1)C(CNS(=O)(=O)c2ccc(cc2)C(F)(F)F)N3CCCCCC3,SLLKAKKSWVMFOC-UHFFFAOYSA-N,-5.999614761
,CHEMBL1682796,O=C1CCOc2cc(ccc12)C#Cc3ccccc3,DEJKPJRVYDIZTE-UHFFFAOYSA-N,-5.999656546
,CHEMBL1682799,O=C1NCCc2cc(ccc12)C#Cc3ccccc3,BOVJHNHRQNCDEQ-UHFFFAOYSA-N,-5.999665688
,CHEMBL2335886,COCCOc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,ANDINJSVEXTMCP-UHFFFAOYSA-N,-5.999695094
,CHEMBL1682821,O=C(Oc1ccc2C(=O)CCOc2c1)c3ccccc3,NBOAWMUWUXJPTE-UHFFFAOYSA-N,-5.99969806
,CHEMBL2335899,C[C@@H](NC(=O)[C@H]1CCCCN1CCO)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,RFOGWAWYFJVZET-NFQMXDRXSA-N,-5.999701396
,CHEMBL1783276,COc1ccc(OC)c(c1)c2c(F)ccc3c(N)c4C(=O)N(Cc4nc23)C5CCC5,DVVOGWYOYHNNQP-UHFFFAOYSA-N,-5.999706263
,CHEMBL2335877,COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1F,CLPCUQNASLZOAU-UHFFFAOYSA-N,-5.999708704
,CHEMBL1783277,COc1ccc(OC)c(c1)c2c(F)ccc3c(N)c4C(=O)N(Cc4nc23)C5CC5,DXSIUJMZGGYSFI-UHFFFAOYSA-N,-5.999711636
,CHEMBL2164369,Cc1cccc2C(=O)N(CCc3ccccn3)C(C(=O)NCc4ccc(OC(F)(F)F)cc4)c12,NARGIHUYNYFIGB-UHFFFAOYSA-N,-5.999723611
lithocholic acid,,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,SMEROWZSTRWXGI-HVATVPOCSA-N,-6
"benzoic acid, 4-amino-, nonyl ester",,CCCCCCCCCOC(=O)c1ccc(N)cc1,KKGIDNSPWHBLLE-UHFFFAOYSA-N,-6
"2,4,4'-trichlorobiphenyl",,ClC1=CC=C(C=C1)C2=C(Cl)C=C(Cl)C=C2,BZTYNSQSZHARAZ-UHFFFAOYSA-N,-6
2'-Hydroxy-5'-methoxychalcone,,COC1=CC(C(=O)C=CC2=CC=CC=C2)=C(O)C=C1,IFYSEURGMQKWJS-UHFFFAOYSA-N,-6
"2,2'-vinylenebis[5-methylbenzoxazole]",,Cc1ccc2oc(\C=C\c3oc4ccc(C)cc4n3)nc2c1,VKRZNAWSCAUDRQ-BQYQJAHWSA-N,-6.000481949
Lovastatin,CAS75330-75-5,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,PCZOHLXUXFIOCF-BXMDZJJMSA-N,-6
"2,3',5-pcb",,Clc1cccc(c1)c2cc(Cl)ccc2Cl,ONNCPBRWFSKDMQ-UHFFFAOYSA-N,-6.0077
c.i. disperse orange 13,,O=C1C=CC(C=C1)=NNc2ccc(N=Nc3ccccc3)c4ccccc24,OYLYPSTUVSONQA-UHFFFAOYSA-N,-6.0092
lovastatin,,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,PCZOHLXUXFIOCF-UHFFFAOYSA-N,-6.01
4-[(4-carboxyphenyl)-phenylphosphoryl]benzoic acid,,O=C(O)C1=CC=C(P(=O)(C2=CC=CC=C2)C2=CC=C(C(=O)O)C=C2)C=C1,UVTXHAOLTBFLDL-UHFFFAOYSA-N,-6.01
Tricresyl phosphate,,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,FSNFYCPCXFQJSI-UHFFFAOYSA-N,-6.01
trichloro(octyl)stannane,,CCCCCCCC[Sn](Cl)(Cl)Cl,INTLMJZQCBRQAT-UHFFFAOYSA-K,-6.010780355
(4-methyl-4-phenylpent-1-en-2-yl)benzene,,CC(C)(CC(=C)c1ccccc1)c2ccccc2,ZOKCNEIWFQCSCM-UHFFFAOYSA-N,-6.01184247
pyributicarb,,COc1cccc(n1)N(C)C(=S)Oc2cccc(c2)C(C)(C)C,VTRWMTJQBQJKQH-UHFFFAOYSA-N,-6.014
sulprofos,,CCCS[P](=S)(OCC)Oc1ccc(SC)cc1,JXHJNEJVUNHLKO-UHFFFAOYSA-N,-6.0171
N-(2-ethoxyphenyl)-N'-(2-ethylphenyl)ethanediamide,,CCOc1ccccc1NC(=O)C(=O)Nc2ccccc2CC,YIMHRDBSVCPJOV-UHFFFAOYSA-N,-6.017546673
p-tolyltoluene,,Cc1ccc(cc1)c2ccc(C)cc2,RZTDESRVPFKCBH-UHFFFAOYSA-N,-6.0177
"2,2',5-PCB",,c1cccc(Cl)c1c2c(Cl)ccc(Cl)c2,DCMURXAZTZQAFB-UHFFFAOYSA-N,-6.02
fenpropathrin,,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,XQUXKZZNEFRCAW-UHFFFAOYSA-N,-6.0248
"9,10-anthraquinone",,O=C1c2ccccc2C(=O)c3ccccc13,RZVHIXYEVGDQDX-UHFFFAOYSA-N,-6.039760498
Cinnamyl anthranilate,,NC1=C(C(=O)OCC=CC2=CC=CC=C2)C=CC=C1,GABQNAFEZZDSCM-UHFFFAOYSA-N,-6.04
nonafluorobutane-1-sulfonyl fluoride,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](F)(=O)=O,LUYQYZLEHLTPBH-UHFFFAOYSA-N,-6.042384349
,CHEMBL1783265,COc1ccc(OC)c(c1)c2cccc3c(N)c4C(=O)N(Cc4nc23)C5CC(C)C5,XWZMJFFBQCEPGX-UHFFFAOYSA-N,-6.045455555
4-methyloctane,,CCCCC(C)CCC,DOGIHOCMZJUJNR-UHFFFAOYSA-N,-6.0474
trifluralin,,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,-6.05
Carbophenothion,,CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,VEDTXTNSFWUXGQ-UHFFFAOYSA-N,-6.05
bioresmethrin,,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,VEMKTZHHVJILDY-UHFFFAOYSA-N,-6.0524
8-methylnonyl methacrylate,,CC(C)CCCCCCCOC(=O)C(C)=C,COCLLEMEIJQBAG-UHFFFAOYSA-N,-6.055946609
"1,1'-disulfanediyldioctadecane",,CCCCCCCCCCCCCCCCCCSSCCCCCCCCCCCCCCCCCC,MQQKTNDBASEZSD-UHFFFAOYSA-N,-6.057758885
"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methylprop-2-enoate",,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CDXFIRXEAJABAZ-UHFFFAOYSA-N,-6.058168846
"2,4,6-trichlorobiphenyl",,ClC1=CC(=C(C(=C1)Cl)C2=CC=CC=C2)Cl,MTLMVEWEYZFYTH-UHFFFAOYSA-N,-6.06
quizalofop,,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(O)=O,ABOOPXYCKNFDNJ-UHFFFAOYSA-N,-6.0604
zirconium dihydride,,[H-].[H-].[Zr++],IUJYJRCMJZIAJY-UHFFFAOYSA-N,-6.066512278
