Name,ID,SMILES,InChI,Fa
LEUCOVORIN CALCIUM,CHEMBL1201138,[Ca+2].Nc1nc(O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])CNc2n1,KVUAALJSMIVURS-ZEDZUCNESA-L,0.9
MESTRANOL,CHEMBL1201151,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,IMSSROKUHAOUJS-MJCUULBUSA-N,0.9
DIPHENOXYLATE,CHEMBL1201294,CCOC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)c4ccccc4,HYPPXZBJBPSRLK-UHFFFAOYSA-N,0.9
RABEPRAZOLE,CHEMBL1219,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,YREYEVIYCVEVJK-UHFFFAOYSA-N,0.9
TRAMADOL,CHEMBL1237044,COc1cccc(c1)C2(O)CCCCC2CN(C)C,TVYLLZQTGLZFBW-UHFFFAOYSA-N,0.9
PHENAZOPYRIDINE,CHEMBL1242,Nc1ccc(N=Nc2ccccc2)c(N)n1,QPFYXYFORQJZEC-UHFFFAOYSA-N,0.9
MIFEPRISTONE,CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,VKHAHZOOUSRJNA-GCNJZUOMSA-N,0.9
ZIDOVUDINE,CHEMBL129,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,HBOMLICNUCNMMY-XLPZGREQSA-N,0.9
CHLORAMPHENICOL,CHEMBL130,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],WIIZWVCIJKGZOK-RKDXNWHRSA-N,0.9
NITISINONE,CHEMBL1337,[O-][N+](=O)c1cc(ccc1C(=O)C2C(=O)CCCC2=O)C(F)(F)F,OUBCNLGXQFSTLU-UHFFFAOYSA-N,0.9
ERTAPENEM,CHEMBL1359,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)Nc4cccc(c4)C(=O)O,JUZNIMUFDBIJCM-ANEDZVCMSA-N,0.9
CHLORZOXAZONE,CHEMBL1371,Clc1ccc2OC(=O)Nc2c1,TZFWDZFKRBELIQ-UHFFFAOYSA-N,0.9
NIMODIPINE,CHEMBL1428,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,0.9
TETRACYCLINE,CHEMBL1440,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,OFVLGDICTFRJMM-WESIUVDSSA-N,0.9
ETHIONAMIDE,CHEMBL1441,CCc1cc(ccn1)C(=S)N,AEOCXXJPGCBFJA-UHFFFAOYSA-N,0.9
FEPRAZONE,CHEMBL1452696,CC(=CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)C,RBBWCVQDXDFISW-UHFFFAOYSA-N,0.9
ALLOPURINOL,CHEMBL1467,O=C1NC=Nc2[nH]ncc12,OFCNXPDARWKPPY-UHFFFAOYSA-N,0.9
TRIAMCINOLONE ACETONIDE,CHEMBL1504,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,YNDXUCZADRHECN-JNQJZLCISA-N,0.9
PROPYLTHIOURACIL,CHEMBL1518,CCCC1=CC(=O)NC(=S)N1,KNAHARQHSZJURB-UHFFFAOYSA-N,0.9
VARDENAFIL,CHEMBL1520,CCCc1nc(C)c2C(=O)N=C(Nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4,SECKRCOLJRRGGV-UHFFFAOYSA-N,0.9
HYDROXYCHLOROQUINE,CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,0.9
SULINDAC,CHEMBL15770,C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1,MLKXDPUZXIRXEP-MFOYZWKCSA-N,0.9
NISOLDIPINE,CHEMBL1726,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OCC(C)C)C,VKQFCGNPDRICFG-UHFFFAOYSA-N,0.9
ESTRAMUSTINE PHOSPHATE,CHEMBL1756,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)(O)O,ADFOJJHRTBFFOF-RBRWEJTLSA-N,0.9
LOFEXIDINE,CHEMBL17860,CC(Oc1c(Cl)cccc1Cl)C2=NCCN2,KSMAGQUYOIHWFS-UHFFFAOYSA-N,0.9
LEVOSIMENDAN,CHEMBL2051955,C[C@@H]1CC(=O)NN=C1c2ccc(NN=C(C#N)C#N)cc2,WHXMKTBCFHIYNQ-SECBINFHSA-N,0.9
DILOXANIDE,CHEMBL2103768,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1 ,GZZZSOOGQLOEOB-UHFFFAOYSA-N,0.9
TIBOLONE,CHEMBL2103774,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,WZDGZWOAQTVYBX-XOINTXKNSA-N,0.9
DROXIDOPA,CHEMBL2103827,N[C@@H]([C@H](O)c1ccc(O)c(O)c1)C(=O)O,QXWYKJLNLSIPIN-JGVFFNPUSA-N,0.9
FLUOCORTOLONE,CHEMBL251634,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,GAKMQHDJQHZUTJ-ULHLPKEOSA-N,0.9
DIGITOXIN,CHEMBL254219,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C,WDJUZGPOPHTGOT-XUDUSOBPSA-N,0.9
MEBEVERINE,CHEMBL282121,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc2ccc(OC)cc2,VYVKHNNGDFVQGA-UHFFFAOYSA-N,0.9
LEVOKETOCONAZOLE,CHEMBL295698,CC(=O)N1CCN(CC1)c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,0.9
MOXIFLOXACIN,CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O,FABPRXSRWADJSP-MEDUHNTESA-N,0.9
DEXAMETHASONE,CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N,0.9
ACENOCOUMAROL,CHEMBL397420,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccc(cc3)[N+](=O)[O-],VABCILAOYCMVPS-UHFFFAOYSA-N,0.9
AMPHETAMINE,CHEMBL405,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,0.9
INDAPAMIDE,CHEMBL406,CC1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)S(=O)(=O)N,NDDAHWYSQHTHNT-UHFFFAOYSA-N,0.9
BICALUTAMIDE,CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,LKJPYSCBVHEWIU-UHFFFAOYSA-N,0.9
DIETHYLSTILBESTROL,CHEMBL411,CC\C(=C(\CC)/c1ccc(O)cc1)\c2ccc(O)cc2,RGLYKWWBQGJZGM-ISLYRVAYSA-N,0.9
SECOBARBITAL,CHEMBL447,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,KQPKPCNLIDLUMF-UHFFFAOYSA-N,0.9
ETHACRYNIC ACID,CHEMBL456,CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,AVOLMBLBETYQHX-UHFFFAOYSA-N,0.9
GINKGOLIDE A,CHEMBL465161,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O,FPUXKXIZEIDQKW-VKMVSBOZSA-N,0.9
SULFISOMIDINE,CHEMBL485696,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,YZMCKZRAOLZXAZ-UHFFFAOYSA-N,0.9
NALIDIXIC ACID,CHEMBL5,CCN1C=C(C(=O)O)C(=O)c2ccc(C)nc12,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,0.9
GINKOLIDE B,CHEMBL514432,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O,SQOJOAFXDQDRGF-MMQTXUMRSA-N,0.9
KETOTIFEN,CHEMBL534,CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,0.9
ISOTRETINOIN,CHEMBL547,C\C(=C\C(=O)O)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,SHGAZHPCJJPHSC-XFYACQKRSA-N,0.9
COTININE,CHEMBL578211,CN1[C@@H](CCC1=O)c2cccnc2,UIKROCXWUNQSPJ-VIFPVBQESA-N,0.9
MELOXICAM,CHEMBL599,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,0.9
TERAZOSIN,CHEMBL611,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,VCKUSRYTPJJLNI-UHFFFAOYSA-N,0.9
THIABENDAZOLE,CHEMBL625,c1ccc2[nH]c(nc2c1)c3cscn3,WJCNZQLZVWNLKY-UHFFFAOYSA-N,0.9
SUFENTANIL,CHEMBL658,CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2,GGCSSNBKKAUURC-UHFFFAOYSA-N,0.9
TOLIPROLOL,CHEMBL67096,CC(C)NCC(O)COc1cccc(C)c1,NXQMNKUGGYNLBY-UHFFFAOYSA-N,0.9
FENOFIBRATE,CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2,YMTINGFKWWXKFG-UHFFFAOYSA-N,0.9
CEFACLOR,CHEMBL680,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)Cl)c3ccccc3,QYIYFLOTGYLRGG-GPCCPHFNSA-N,0.9
DIETHYLCARBAMAZINE,CHEMBL684,CCN(CC)C(=O)N1CCN(C)CC1,RCKMWOKWVGPNJF-UHFFFAOYSA-N,0.9
MEFENAMIC ACID,CHEMBL686,Cc1cccc(Nc2ccccc2C(=O)O)c1C,HYYBABOKPJLUIN-UHFFFAOYSA-N,0.9
MORPHINE,CHEMBL70,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,BQJCRHHNABKAKU-KBQPJGBKSA-N,0.9
RILUZOLE,CHEMBL744,Nc1nc2ccc(OC(F)(F)F)cc2s1,FTALBRSUTCGOEG-UHFFFAOYSA-N,0.9
TOLAZOLINE,CHEMBL770,C(C1=NCCN1)c2ccccc2,JIVZKJJQOZQXQB-UHFFFAOYSA-N,0.9
CLAVULANIC ACID,CHEMBL777,OC\C=C\1/O[C@@H]2CC(=O)N2[C@H]1C(=O)O,HZZVJAQRINQKSD-PBFISZAISA-N,0.9
NATEGLINIDE,CHEMBL783,CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O,OELFLUMRDSZNSF-BRWVUGGUSA-N,0.9
FLUTAMIDE,CHEMBL806,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],MKXKFYHWDHIYRV-UHFFFAOYSA-N,0.9
FLUVOXAMINE,CHEMBL814,COCCCC\C(=N/OCCN)\c1ccc(cc1)C(F)(F)F,CJOFXWAVKWHTFT-XSFVSMFZSA-N,0.9
LENALIDOMIDE,CHEMBL848,Nc1cccc2C(=O)N(Cc12)C3CCC(=O)NC3=O,GOTYRUGSSMKFNF-UHFFFAOYSA-N,0.9
CYCLOPHOSPHAMIDE,CHEMBL88,ClCCN(CCCl)P1(=O)NCCCO1,CMSMOCZEIVJLDB-UHFFFAOYSA-N,0.9
DIFLUNISAL,CHEMBL898,OC(=O)c1cc(ccc1O)c2ccc(F)cc2F,HUPFGZXOMWLGNK-UHFFFAOYSA-N,0.9
RIZATRIPTAN,CHEMBL905,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,ULFRLSNUDGIQQP-UHFFFAOYSA-N,0.9
FLOXURIDINE,CHEMBL917,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,ODKNJVUHOIMIIZ-RRKCRQDMSA-N,0.9
AZATADINE,CHEMBL946,CN1CCC(=C2c3ccccc3CCc4cccnc24)CC1,SEBMTIQKRHYNIT-UHFFFAOYSA-N,0.9
LORATADINE,CHEMBL998,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc4cccnc24)CC1,JCCNYMKQOSZNPW-UHFFFAOYSA-N,0.9
FEBUXOSTAT,CHEMBL1164729,CC(C)COc1ccc(cc1C#N)c2nc(C)c(s2)C(=O)O,BQSJTQLCZDPROO-UHFFFAOYSA-N,0.89
CHLOROXINE,CHEMBL1200596,Oc1c(Cl)cc(Cl)c2cccnc12,WDFKMLRRRCGAKS-UHFFFAOYSA-N,0.89
BROMPHENIRAMINE MALEATE,CHEMBL1200961,CN(C)CCC(c1ccc(Br)cc1)c2ccccn2.OC(=O)\C=C/C(=O)O,SRGKFVAASLQVBO-BTJKTKAUSA-N,0.89
DIHYDROCODEINE,CHEMBL1595,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,RBOXVHNMENFORY-DNJOTXNNSA-N,0.89
,CHEMBL1636,OCC(O)CO[N+](=O)[O-],HXWLJBVVXXBZCM-UHFFFAOYSA-N,0.89
TENIDAP,CHEMBL1908355,NC(=O)N1C(=O)\C(=C(/O)\c2cccs2)\c3cc(Cl)ccc13,LXIKEPCNDFVJKC-QXMHVHEDSA-N,0.89
SULTOPRIDE,CHEMBL277945,CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)CC,UNRHXEPDKXPRTM-UHFFFAOYSA-N,0.89
ENOXACIN,CHEMBL826,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,0.89
SULFINPYRAZONE,CHEMBL832,[O-][S+](CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)c4ccccc4,MBGGBVCUIVRRBF-UHFFFAOYSA-N,0.89
MORICIZINE,CHEMBL1075,CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN4CCOCC4)c2c1,FUBVWMNBEHXPSU-UHFFFAOYSA-N,0.88
ACRIVASTINE,CHEMBL1224,Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3cccc(\C=C\C(=O)O)n3,PWACSDKDOHSSQD-IUTFFREVSA-N,0.88
FLUCYTOSINE,CHEMBL1463,NC1=C(F)C=NC(=O)N1,XRECTZIEBJDKEO-UHFFFAOYSA-N,0.88
FELODIPINE,CHEMBL1480,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,RZTAMFZIAATZDJ-UHFFFAOYSA-N,0.88
NITRENDIPINE,CHEMBL475534,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC)C,PVHUJELLJLJGLN-UHFFFAOYSA-N,0.88
MISOPROSTOL,CHEMBL606,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,OJLOPKGSLYJEMD-URPKTTJQSA-N,0.88
DISULFIRAM,CHEMBL964,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZONCFQVSMFAP-UHFFFAOYSA-N,0.88
BUPROPION,CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,SNPPWIUOZRMYNY-UHFFFAOYSA-N,0.87
ARIPIPRAZOLE,CHEMBL1112,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CEUORZQYGODEFX-UHFFFAOYSA-N,0.87
BENZYDAMINE,CHEMBL12610,CN(C)CCCOc1nn(Cc2ccccc2)c3ccccc13,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,0.87
AZATHIOPRINE,CHEMBL1542,Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],LMEKQMALGUDUQG-UHFFFAOYSA-N,0.87
HYDROMORPHONE,CHEMBL398707,CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35,WVLOADHCBXTIJK-YNHQPCIGSA-N,0.87
CLOBAZAM,CHEMBL70418,CN1C(=O)CC(=O)N(c2ccccc2)c3cc(Cl)ccc13,CXOXHMZGEKVPMT-UHFFFAOYSA-N,0.87
LEVODOPA,CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,WTDRDQBEARUVNC-LURJTMIESA-N,0.86
PARICALCITOL,CHEMBL1200622,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C3C[C@@H](O)C[C@H](O)C3)\CCC[C@]12C,BPKAHTKRCLCHEA-UBFJEZKGSA-N,0.86
SERTRALINE HYDROCHLORIDE,CHEMBL1709,Cl.CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,BLFQGGGGFNSJKA-XHXSRVRCSA-N,0.86
TOPIRAMATE,CHEMBL220492,CC1(C)O[C@@H]2CO[C@@]3(COS(=O)(=O)N)OC(C)(C)O[C@H]3[C@@H]2O1,KJADKKWYZYXHBB-XBWDGYHZSA-N,0.86
,CHEMBL257557,COc1cc2nc(cc(N)c2c(c1OC)c3ccc(F)cc3)N4CCCN(CC4)C(=O)N5CCOCC5,IHSGHTLNHSMKII-UHFFFAOYSA-N,0.86
LEVOCETIRIZINE DIHYDROCHLORIDE,CHEMBL1201190,Cl.Cl.OC(=O)COCCN1CCN(CC1)[C@H](c2ccccc2)c3ccc(Cl)cc3,PGLIUCLTXOYQMV-GHVWMZMZSA-N,0.854
TRIAZOLAM,CHEMBL646,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,JOFWLTCLBGQGBO-UHFFFAOYSA-N,0.85
ENZALUTAMIDE,CHEMBL1082407,CNC(=O)c1ccc(cc1F)N2C(=S)N(C(=O)C2(C)C)c3ccc(C#N)c(c3)C(F)(F)F,WXCXUHSOUPDCQV-UHFFFAOYSA-N,0.85
SULFAMETHIZOLE,CHEMBL1191,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,VACCAVUAMIDAGB-UHFFFAOYSA-N,0.85
RUFINAMIDE,CHEMBL1201754,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,POGQSBRIGCQNEG-UHFFFAOYSA-N,0.85
APRINDINE,CHEMBL1213033,CCN(CC)CCCN(C1Cc2ccccc2C1)c3ccccc3,NZLBHDRPUJLHCE-UHFFFAOYSA-N,0.85
FENOPROFEN,CHEMBL1297,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,RDJGLLICXDHJDY-UHFFFAOYSA-N,0.85
CHLOROGUANIDE,CHEMBL1377,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,SSOLNOMRVKKSON-UHFFFAOYSA-N,0.85
VILDAGLIPTIN,CHEMBL142703,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N4CCC[C@H]4C#N,SYOKIDBDQMKNDQ-XWTIBIIYSA-N,0.85
RIBAVIRIN,CHEMBL1643,NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,IWUCXVSUMQZMFG-AFCXAGJDSA-N,0.85
OXYFEDRINE,CHEMBL1651913,COc1cccc(c1)C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2,GDYUVHBMFVMBAF-LIRRHRJNSA-N,0.85
ITRACONAZOLE,CHEMBL22587,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,VHVPQPYKVGDNFY-ZPGVKDDISA-N,0.85
,CHEMBL250881,C[C@@H](N)Cc1cccc(c1)C(F)(F)F,MLBHFBKZUPLWBD-SSDOTTSWSA-N,0.85
PIRETANIDE,CHEMBL349803,NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc3ccccc3)C(=O)O,UJEWTUDSLQGTOA-UHFFFAOYSA-N,0.85
ISOPROTERENOL,CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1,JWZZKOKVBUJMES-UHFFFAOYSA-N,0.85
SULFADIAZINE,CHEMBL439,Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2,SEEPANYCNGTZFQ-UHFFFAOYSA-N,0.85
MITOXANTRONE,CHEMBL58,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,KKZJGLLVHKMTCM-UHFFFAOYSA-N,0.85
DELAVIRDINE,CHEMBL593,CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3cc4cc(NS(=O)(=O)C)ccc4[nH]3,WHBIGIKBNXZKFE-UHFFFAOYSA-N,0.85
CREATININE,CHEMBL65567,CN1CC(=O)N=C1N,DDRJAANPRJIHGJ-UHFFFAOYSA-N,0.85
TOLBUTAMIDE,CHEMBL782,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,JLRGJRBPOGGCBT-UHFFFAOYSA-N,0.85
BROMAZEPAM,CHEMBL277062,Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,VMIYHDSEFNYJSL-UHFFFAOYSA-N,0.84
PROPIVERINE,CHEMBL1078261,CCCOC(C(=O)OC1CCN(C)CC1)(c2ccccc2)c3ccccc3,QPCVHQBVMYCJOM-UHFFFAOYSA-N,0.84
RAMELTEON,CHEMBL1218,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,0.84
CAPTOPRIL,CHEMBL1560,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,FAKRSMQSSFJEIM-RQJHMYQMSA-N,0.84
CANAGLIFLOZIN,CHEMBL2103841,O.Cc1ccc(cc1Cc2ccc(s2)c3ccc(F)cc3)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O.Cc5ccc(cc5Cc6ccc(s6)c7ccc(F)cc7)[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O,VHOFTEAWFCUTOS-TUGBYPPCSA-N,0.84
MILNACIPRAN,CHEMBL259209,CCN(CC)C(=O)C1(CC1CN)c2ccccc2,GJJFMKBJSRMPLA-UHFFFAOYSA-N,0.84
EZOGABINE,CHEMBL41355,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,PCOBBVZJEWWZFR-UHFFFAOYSA-N,0.84
ACECAINIDE,CHEMBL1097,CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1,KEECCEWTUVWFCV-UHFFFAOYSA-N,0.83
ABACAVIR,CHEMBL1380,Nc1nc(NC2CC2)c3ncn([C@@H]4C[C@H](CO)C=C4)c3n1,MCGSCOLBFJQGHM-SCZZXKLOSA-N,0.83
POMALIDOMIDE,CHEMBL43452,Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12,UVSMNLNDYGZFPF-UHFFFAOYSA-N,0.83
DISOPYRAMIDE,CHEMBL517,CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-N,0.83
PIOGLITAZONE,CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,HYAFETHFCAUJAY-UHFFFAOYSA-N,0.83
VALDECOXIB,CHEMBL865,Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N,LNPDTQAFDNKSHK-UHFFFAOYSA-N,0.83
MYCOPHENOLIC ACID,CHEMBL866,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)O,HPNSFSBZBAHARI-RUDMXATFSA-N,0.825
CHLORTHALIDONE,CHEMBL1055,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,JIVPVXMEBJLZRO-UHFFFAOYSA-N,0.82
ASPIRIN,CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,0.82
MIFOBATE,CHEMBL284768,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,VQHUQHAPWMNBLP-UHFFFAOYSA-N,0.82
IBUTILIDE,CHEMBL533,CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1,ALOBUEHUHMBRLE-UHFFFAOYSA-N,0.82
METHYLPREDNISOLONE,CHEMBL650,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,VHRSUDSXCMQTMA-PJHHCJLFSA-N,0.82
MEPINDOLOL,CHEMBL65717,CC(C)NCC(O)COc1cccc2[nH]c(C)cc12,NXWGWUVGUSFQJC-UHFFFAOYSA-N,0.82
SORIVUDINE,CHEMBL70046,OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)N2C=C(\C=C\Br)C(=O)NC2=O,GCQYYIHYQMVWLT-HQNLTJAPSA-N,0.82
SULFAMERAZINE,CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,QPPBRPIAZZHUNT-UHFFFAOYSA-N,0.81
DEFERASIROX,CHEMBL550348,OC(=O)c1ccc(cc1)n2nc(nc2c3ccccc3O)c4ccccc4O,BOFQWVMAQOTZIW-UHFFFAOYSA-N,0.81
PIROXIMONE,CHEMBL58355,CCC1=C(NC(=O)N1)C(=O)c2ccncc2,OQGWJZOWLHWFME-UHFFFAOYSA-N,0.81
FLECAINIDE,CHEMBL652,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,DJBNUMBKLMJRSA-UHFFFAOYSA-N,0.81
