Name,ID,InChI,SMILES,LogD
,CHEMBL1807870,QVJDNWLZJIZKGA-UHFFFAOYSA-N,O[C@@H](CNCCCSCCNCCc1ccccc1Cl)c2ccc(O)c3NC(=O)Sc23,0.99
,CHEMBL452861,ZWCBMLUUBWYSGZ-UHFFFAOYSA-N,CC(C)NC[C@H](O)COc1cccc2ccccc12,0.99
,CHEMBL266195,CZOLYIGPNKZOTG-CKMRVLJOSA-N,CC(C)NCC(O)COc1ccccc1CC=C,0.99
,CHEMBL1904754,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,Cc1nc2ncnn2c(O)c1CCOC(=O)c3ccccc3F,0.99
,CHEMBL440765,KVJXNCXRESCVKS-UHFFFAOYSA-N,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccccc4,0.99
,CHEMBL1689117,UHPKVNVPEONGAY-UHFFFAOYSA-N,OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)c3ccc(F)cc3,0.99
,CHEMBL93354,RDRRGPBIENGEQJ-QMMMGPOBSA-N,Clc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1,0.99
,CHEMBL637,JGLVVKZHGZIDGU-FVQHAEBGSA-N,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,0.99
,CHEMBL2011441,LMEKQMALGUDUQG-UHFFFAOYSA-N,COc1nc(Br)cnc1NS(=O)(=O)c2ccc(Cl)s2,0.99
Aminopyrine,CAS58-15-1,DRFYLNDYPJDLJQ-UHFFFAOYSA-N,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0.99
,CHEMBL1302214,HCCOWIAORWVUEZ-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)N2CCCC2,0.98
,CHEMBL53841,BPYCWQSOZDKONE-UHFFFAOYSA-N,CCCCCC\N=C\1/C=CN(Cc2ccccc2)c3cc(Cl)ccc13,0.98
,CHEMBL1807827,LTZRVNRMZXWRRI-UHFFFAOYSA-N,O[C@@H](CNCCSCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,0.98
,CHEMBL1607641,AAOYLOCWJSLLJU-UHFFFAOYSA-N,Cc1nnsc1C(=O)Nc2ccccc2,0.97
,CHEMBL452274,NTSBDQLGAZMMFC-UHFFFAOYSA-N,CN(CCO)Cc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,0.97
,CHEMBL789,FUUAJSSRXYXCAH-UHFFFAOYSA-N,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.97
,CHEMBL2165061,PTFCJKSVMIWRPR-UHFFFAOYSA-N,CO[C@@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,0.97
,CHEMBL1055,TYPBASYBSGLAOL-UHFFFAOYSA-N,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,0.97
,CHEMBL1934267,SZEATWKNDKWXLO-UHFFFAOYSA-N,CC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,0.97
,CHEMBL2057372,GXALXAKNHIROPE-QAQDUYKDSA-N,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2,0.96
,CHEMBL1503415,INJUVNWOFHYUIN-UHFFFAOYSA-N,OC1=CC(=O)C2=C(O1)c3ccccc3N(C2=O)c4ccccc4,0.96
,CHEMBL325713,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)CN3C(=O)CCC3=O)C(=O)C(F)(F)F,0.96
Chlorthalidone,CAS77-36-1,ZTVIKZXZYLEVOL-MCOXGKPRSA-N,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.96
,CHEMBL1934268,GPZYYYGYCRFPBU-UHFFFAOYSA-N,CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,0.95
,CHEMBL256322,KJQZPWWZMYOHNZ-UHFFFAOYSA-N,CCNCc1cnc(s1)c2ccc(cc2)C(=O)Nc3ccccc3N,0.95
,CHEMBL1778365,XTRUQJBVQBUKSQ-UHFFFAOYSA-N,COC[C@H](C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,0.95
,CHEMBL407391,IDQNLUQAYNKBEW-UHFFFAOYSA-N,CN(C)c1ncnc2nc[nH]c12,0.95
,CHEMBL100913,FFGPTBGBLSHEPO-UHFFFAOYSA-N,Oc1ccc(cc1)c2ccc(cc2)C3(O)CN4CCC3CC4,0.95
,CHEMBL1164729,NWOOORGYRVRDTD-IBGZPJMESA-N,CC(C)COc1ccc(cc1C#N)c2nc(C)c(s2)C(=O)O,0.94
,CHEMBL341087,BQJCRHHNABKAKU-KBQPJGBKSA-N,CC1CN(CCN1)C(=O)c2cc3ccccc3[nH]2,0.94
,CHEMBL1934269,QCDLGAPJZJODRJ-UHFFFAOYSA-N,C[C@H](NC(=O)c1c(C)nn(CC(F)(F)F)c1NS(=O)(=O)c2ccc(C)cc2)C(C)(C)C,0.93
,CHEMBL36994,SCXSQUUTGCWHFU-WJOKGBTCSA-N,COc1ccc(cc1)C(=O)N2CCCC2=O,0.93
,CHEMBL2179276,VQLGDEFHXMDXJG-LBPRGKRZSA-N,CC(C)C[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,0.93
,CHEMBL245908,AQHHHDLHHXJYJD-AWEZNQCLSA-N,OC(=O)COc1ccc(Cl)cc1C2CCCCC2,0.93
,CHEMBL1916542,VACZDCVWVZPAKF-UHFFFAOYSA-N,COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,0.93
Indomethacin,CAS53-86-1,OCRWQOBBCGSFAT-UHFFFAOYSA-N,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0.93
,CHEMBL1917462,IMXLKPSPRSVIRB-UHFFFAOYSA-N,Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)nccc3n1CC(=O)O,0.92
,CHEMBL47406,ZGRQGEXXUUJWQS-UHFFFAOYSA-N,COC(=O)COc1ccc(O)cc1,0.92
,CHEMBL17,OXVKXTQHPIGIBM-UHFFFAOYSA-N,NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N,0.92
,CHEMBL1682283,KTEIFNKAUNYNJU-GFCCVEGCSA-N,OC(=O)c1ccc2c(c1)nc(Nc3cccc(c3)C#C)c4ncncc24,0.92
,CHEMBL523829,YUZRIQNBQFPWRI-UHFFFAOYSA-N,CN1CCN(CC1)C(=O)c2cccc(CC3=NNC(=O)c4ccccc34)c2,0.92
,CHEMBL429682,PJVWKTKQMONHTI-UHFFFAOYSA-N,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NS(=O)(=O)C)sc13,0.92
,CHEMBL1934266,YZDZFELRGNTLSQ-QGZVFWFLSA-N,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c2ccc(C)cc2,0.92
,CHEMBL499028,JXIQMANEVJFITM-UHFFFAOYSA-N,COc1ccccc1c2nnc(N)[nH]2,0.91
,CHEMBL1945044,HQZBFNBZQBGILQ-UHFFFAOYSA-N,COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2)c1,0.91
,CHEMBL2179275,UAWXGRJVZSAUSZ-UHFFFAOYSA-N,CC(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,0.91
,CHEMBL1480954,FOJLLPFLWQTXFD-UHFFFAOYSA-N,FC(F)(F)c1nnc2ccc(nn12)n3ccnc3,0.91
,CHEMBL321758,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,C[C@H]([C@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,0.91
,CHEMBL1945299,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,0.91
,CHEMBL1221607,NMOHOJMWILRMES-INIZCTEOSA-N,NC1=NC(Nc2cccc(F)c12)c3cccs3,0.91
,CHEMBL1789328,RILUGKNQULOTLJ-UHFFFAOYSA-N,NCC[C@@H](Oc1ccc(Cl)cc1C#N)c2ccccc2,0.91
,CHEMBL1201753,BGLYKONMLBFSGK-SFHVURJKSA-N,O[C@H](C[C@H](O)\C=C\c1c(nc2ccccc2c1c3ccc(F)cc3)C4CC4)CC(=O)O,0.91
Alprenolol,CAS13655-52-2,KWGRBVOPPLSCSI-WPRPVWTQSA-N,C=CCc1ccccc1OCC(O)CNC(C)C,0.91
,CHEMBL6399,VBPPTMDMNMVDMW-PSJAQFSKSA-N,CN(C)c1cccc2c(cccc12)S(=O)(=O)Nc3cnccn3,0.9
,CHEMBL2170985,RNLQQRFAMDEKKT-UHFFFAOYSA-N,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)NCc4ccccc4)[C@@H](O)[C@H]3O,0.9
,CHEMBL1824043,FASDKYOPVNHBLU-ZETCQYMHSA-N,Fc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.9
,CHEMBL611,KNHNFKZUNFPPQE-KAJCPDDVSA-N,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,0.9
,CHEMBL1784340,XDRJEBLSQSHMSJ-UHFFFAOYSA-N,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,0.9
,CHEMBL226905,VDTQYGNZODTYOJ-UHFFFAOYSA-N,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccsc4,0.9
,CHEMBL366975,BBCDTCKKROIGAB-UHFFFAOYSA-N,NC(=O)C1CCCCC1,0.9
,CHEMBL1778624,PINMMJBKQZJEDY-UHFFFAOYSA-N,OC(=O)COc1ccc(cc1c2ccc(Cl)cc2)C(F)(F)F,0.9
,CHEMBL2177602,DXCCQDZRHQWJET-QAQDUYKDSA-N,CCc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,0.9
,CHEMBL1951902,GNOXPYACARZYMW-UHFFFAOYSA-N,CCN(C1CCN(CCC(N2CCC(CC2)C(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,0.9
,CHEMBL1950846,FELFFDCWHKHTBL-ROUUACIJSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)c2ccccc2)C(C)(C)C,0.9
,CHEMBL2059004,LQQPFOMYANFEHH-UHFFFAOYSA-N,Cc1nc2ccc(NC(=O)CCNC(=O)N)cc2s1,0.9
,CHEMBL2164748,BACSZMCLZIDTIO-IBGZPJMESA-N,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,0.9
,CHEMBL2164672,JYMOWFPJMLEQTQ-INIZCTEOSA-N,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCCCC2,0.9
,CHEMBL223166,ZSRDAOYQIHISJX-GFCCVEGCSA-N,COc1ccccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3,0.9
,CHEMBL420055,LPLPZSMLCGODQL-VIFPVBQESA-N,COc1cc(ccc1Cn2cnc3ccc(NC(=O)CC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,0.9
,CHEMBL362962,JEYLNWQDTLWEBW-HDJSIYSDSA-N,O=C1O[C@]2(CN3CCC2CC3)CN1c4cccs4,0.9
,CHEMBL2164673,IYKDYRRWHMXJLW-UHFFFAOYSA-N,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCC=CC2,0.9
,CHEMBL103482,UUKWKUSGGZNXGA-UHFFFAOYSA-N,CCOC(=O)c1cnc2c(N)cccc2c1O,0.9
,CHEMBL268263,FEZBIKUBAYAZIU-UHFFFAOYSA-N,NCC(O)(c1ccccc1)c2ccccc2,0.9
,CHEMBL492671,CGUUQUFVJVXBEZ-ZDUSSCGKSA-N,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)C(=O)C5CCCO5,0.9
,CHEMBL21731,ODNICNWASXKNNQ-UHFFFAOYSA-N,CNCCCC12CCC(c3ccccc13)c4ccccc24,0.89
,CHEMBL2171040,AQGUNNOFRISWLL-HZPDHXFCSA-N,COc1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,0.89
,CHEMBL131842,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,Oc1c2C(=O)NNC(=O)c2nc3cc(Cl)cc(Cl)c13,0.89
,CHEMBL450643,SPYYLXWVVCYEME-UHFFFAOYSA-N,c1cnc2cccnc2c1,0.89
,CHEMBL249697,ZNBMAQXAVPNARC-INIZCTEOSA-N,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,0.88
,CHEMBL1043,OYAHSBDYBOBAAQ-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,0.88
,CHEMBL1362558,BIGMDHWABCUPQT-UHFFFAOYSA-N,CN1SC(=NC1=O)NC(=O)c2cccc(Cl)c2,0.87
,CHEMBL588,RGCVKNLCSQQDEP-UHFFFAOYSA-N,Oc1ccc(cc1)C2CNCCc3c(Cl)c(O)c(O)cc23,0.87
,CHEMBL1422545,VROQKFSIHOTUBP-NSHDSACASA-N,COc1ccc(cc1)S(=O)(=O)Nc2ccccn2,0.87
,CHEMBL1789274,YDRCHQQFHSPVMO-VWLOTQADSA-N,CNCC[C@@H](Oc1cc(OC)ccc1C#N)c2ccccc2,0.87
,CHEMBL1824044,XOXGTZLXSYSIRP-UHFFFAOYSA-N,COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.87
,CHEMBL1950729,OHZBEXNQDNVNLI-VJBMBRPKSA-N,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)c3ccccc3,0.87
,CHEMBL484304,ZIMBGBQTQUNKLP-UHFFFAOYSA-N,COc1ccccc1CNC(=O)NS(=O)(=O)c2ccc(Cl)cc2,0.87
,CHEMBL153064,JNMRHUJNCSQMMB-UHFFFAOYSA-N,CC(=O)C1=Cc2ccc(O)cc2OC1=O,0.87
,CHEMBL452273,SLYIQORXPGMWOF-SFHVURJKSA-N,COCCNCc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,0.87
Flurbiprofen,CAS5104-49-4,JABSKGQQWUDVRU-UHFFFAOYSA-O,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.87
,CHEMBL1464,PTVOXKKZUPVNAK-UHFFFAOYSA-N,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3,0.86
,CHEMBL1807824,RABWPAKZZQQZIZ-UHFFFAOYSA-N,CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,0.86
,CHEMBL1945289,UJVDJAPJQWZRFR-DHIUTWEWSA-N,COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2)cc1,0.86
,CHEMBL174310,XPCFTKFZXHTYIP-UHFFFAOYSA-N,NC1=NC2(CCN(CC2)C(=O)c3ccc(cc3)C#N)Nc4c(F)ccc(F)c14,0.86
,CHEMBL563,CNNIPRDMDODXLC-XMMPIXPASA-N,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2,0.85
,CHEMBL1784357,KZCPXMFKBLMRRN-UHFFFAOYSA-N,ON(C=O)C1(CS(=O)(=O)N2CCN(CC2)c3ccc(F)cc3)CCOCC1,0.85
,CHEMBL2030449,JENSCTHFDKMRBS-UHFFFAOYSA-N,CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NS(=O)(=O)C)cc2)N3CCOCC3,0.85
,CHEMBL59925,UHSKFQJFRQCDBE-UHFFFAOYSA-N,Cc1cc(C)nc(N)c1,0.85
,CHEMBL550902,KEJFADGISRFLFO-UHFFFAOYSA-N,OC(=O)c1cncc(c1)c2ccc(Cl)c(c2)C(=O)NCC34CC5CC(CC(C5)C3)C4,0.85
,CHEMBL474432,MQWMIBOBCNOFGX-TYRCWPPYSA-N,COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)O)c2cc1OC,0.84
,CHEMBL1438072,YBRXHRWLEFCFEG-UHFFFAOYSA-N,O=S(=O)(Nc1cccnc1)c2ccccc2,0.84
,CHEMBL61835,WBPFBRSQEAARNO-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(c[n+]1[O-])C(=O)Nc2ccc(F)cc2,0.84
,CHEMBL280916,UYKYCBACTCRLLP-UHFFFAOYSA-N,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccc(cc3)C(=O)O)C(=O)C(F)(F)F,0.84
,CHEMBL1914480,NDHNEUUBLJKLCP-UHFFFAOYSA-N,COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,0.83
,CHEMBL2165067,FIWCLCRWDUELGO-UHFFFAOYSA-N,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1,0.83
,CHEMBL1824034,AJUWTQZJBKWQNV-CYBMUJFWSA-N,COC(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.83
,CHEMBL139725,HEXMHSAEGLWGCJ-UHFFFAOYSA-N,OB(O)c1ccccc1C=O,0.83
,CHEMBL1088913,HCSMRSHIIKPNAK-LSAVBLLPSA-N,NCCCCN(Cc1nc2ccccc2[nH]1)C3CCCc4cccnc34,0.83
,CHEMBL1807832,YZGKJDAFHUVRRH-SFHVURJKSA-N,O[C@@H](CNCCOCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,0.83
,CHEMBL235191,OPPFBQURLKSKMJ-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,0.82
,CHEMBL1950724,VCGPLRYYPFNQSB-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(C2)C(=O)c3ccccc3,0.82
,CHEMBL1871428,ITZHANABIRXRJA-UHFFFAOYSA-N,Oc1ncc(NCc2ccccc2)c(O)n1,0.82
,CHEMBL1944693,KRBWMMUQSSQAQM-UHFFFAOYSA-N,COc1ccccc1CCNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,0.82
,CHEMBL107,ZRGXLBUGKXOXHB-UHFFFAOYSA-N,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,0.82
,CHEMBL193757,ZAARSQMNTKRNDW-UHFFFAOYSA-N,CC(C)Oc1cc(OCCc2cccnc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,0.81
,CHEMBL1950725,YABJJWZLRMPFSI-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(C2)C(=O)Cc3ccccc3,0.81
,CHEMBL1454,JPQFGMYHKSKKGW-UHFFFAOYSA-N,C1CN2C[C@@H](N=C2S1)c3ccccc3,0.81
,CHEMBL1437065,ZWKMSAHBFLORJJ-UHFFFAOYSA-N,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],0.81
,CHEMBL2165059,WZBNEZWCNKUOSM-VOTSOKGWSA-N,CO[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,0.81
,CHEMBL1934420,UNGZTVLHLKAKQE-OAHLLOKOSA-N,C[C@H](NC(=O)c1c(C)nn(C2CCN(C)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,0.8
,CHEMBL612012,IAWVCLZSKWUVAQ-UHFFFAOYSA-N,COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C,0.8
,CHEMBL272842,MIOKYZZTPMKVEG-IAGOWNOFSA-N,OCc1ccc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccccc4)C(=O)O)CC2)cc1Cl,0.8
,CHEMBL1455292,ZPXPEKQMLOAPLT-UHFFFAOYSA-N,CCCCN1Cc2c(O)n3nc(cc3nc2C1=O)c4occc4,0.8
,CHEMBL175627,HDTQXGDKHLQISV-UHFFFAOYSA-N,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3cc(nn3)C#N,0.8
,CHEMBL314437,BPQMGSKTAYIVFO-UHFFFAOYSA-N,CCC1(CCCCN(C)C1)c2cccc(O)c2,0.8
,CHEMBL1916084,UDPCPBBLLQAUIE-YRWFTTLQSA-N,Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NC4CCCCC4,0.8
,CHEMBL2031561,QWCRAEMEVRGPNT-UHFFFAOYSA-N,Oc1cc(cc(c1)C(F)(F)F)C(=O)Nc2cccc(c2)c3nnn[nH]3,0.8
,CHEMBL126048,OLGMRBGIXZANNV-UHFFFAOYSA-N,Oc1c2ncc3ccccc3c2nn1c4ccccc4,0.8
,CHEMBL2177601,IBPVXAOOVUAOKJ-UHFFFAOYSA-N,Cc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,0.8
,CHEMBL1944694,YHFMZBHLJMFAID-UHFFFAOYSA-N,COc1ccccc1CCNCc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)cc2,0.8
,CHEMBL1359240,MIMZJKFDVCADOO-UHFFFAOYSA-N,O=C1N2CCS(=O)(=O)C2=Nc3ccccc13,0.8
,CHEMBL189963,WQYYIHSCYVKVIN-UHFFFAOYSA-N,CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O,0.8
,CHEMBL1916270,SLVMESMUVMCQIY-UHFFFAOYSA-N,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(cc2)c3ocnc3)c4ccccc4,0.8
,CHEMBL1232567,RMUCZJUITONUFY-UHFFFAOYSA-N,Oc1ccnc2ccccc12,0.8
,CHEMBL524165,HCQFHRLKBNOPPR-UHFFFAOYSA-N,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)C(=O)C5CCOC5,0.8
,CHEMBL1180194,PVWUDIJTUZCOMT-YTQUADARSA-N,CCC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccccn4,0.8
"3,5-Dinitrobenzoic acid",CAS99-34-3,RBTBFTRPCNLSDE-UHFFFAOYSA-N,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.8
,CHEMBL271023,VKNLUKUDQMURBO-LMWURNKKSA-N,[O-][S+](c1ccccc1)c2ccc3nnnn3n2,0.79
,CHEMBL1917430,MQJKLSGVNGIUER-UHFFFAOYSA-N,Cc1c(Sc2ccc(Cl)cc2)c3ccc(cc3n1CC(=O)O)S(=O)(=O)C,0.79
,CHEMBL1916082,CJXUHPRULWSPBE-UHFFFAOYSA-N,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,0.79
,CHEMBL588001,IZAOBRWCUGOKNH-OAHLLOKOSA-N,CC1(C)N=C(N)N=C(N)N1c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2,0.79
,CHEMBL315985,JJCFRYNCJDLXIK-UHFFFAOYSA-N,NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13,0.79
,CHEMBL447183,XCPITERAYNQRGL-UHFFFAOYSA-N,NC1=NC2(CCN(CC2)C(=O)c3ccc(nc3)C#N)Nc4c(F)ccc(F)c14,0.79
,CHEMBL605846,ZHCGQNNAVSUJQT-UHFFFAOYSA-N,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,0.79
,CHEMBL1807815,KHZHERABNDMDHB-ZKRAGAKJSA-N,Nc1nc(OC2CCCC2)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O,0.79
,CHEMBL1934423,VRXWVOGQHOAHKW-UHFFFAOYSA-N,C[C@H](NC(=O)c1c(C)nn(C2CCOC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,0.78
,CHEMBL2164745,QADPYRIHXKWUSV-UHFFFAOYSA-N,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@@H](O)C3)c2c1,0.78
,CHEMBL288470,ANCQOSJSIUWCQF-GFCCVEGCSA-N,CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2,0.78
,CHEMBL1934417,SCGCBAAYLFTIJU-AWEZNQCLSA-N,COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,0.78
,CHEMBL336399,LYDTZBUSUCDSRL-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2n1Cc3ccccc3,0.78
,CHEMBL2030964,QGRWLEOULVUBBC-UHFFFAOYSA-N,CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)n1,0.78
,CHEMBL2172782,FEPKNBFNXRIIAB-UHFFFAOYSA-N,CC(C)Cc1ccc(cc1)C(C)C(=O)NS(=O)(=O)C,0.78
,CHEMBL442956,MYQAUKPBNJWPIE-UHFFFAOYSA-N,OC(=O)C1Cc2c([nH]c3ccccc23)C(N1)c4ccccc4,0.78
,CHEMBL1950847,BBZUBCUIVIEBCP-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)Cc2ccccc2)C(C)(C)C,0.78
,CHEMBL1689130,LSBDFXRDZJMBSC-UHFFFAOYSA-N,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3cccc(Cl)c3,0.78
,CHEMBL1287891,PDMMFKSKQVNJMI-BLQWBTBKSA-N,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccncc4,0.77
,CHEMBL1535,KOUMCBHTVFDPSI-OAHLLOKOSA-N,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.77
,CHEMBL2164744,OGGOWHOQMIINAZ-UHFFFAOYSA-N,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,0.77
,CHEMBL561339,QSZCQZXVVCYKLQ-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(O)c1,0.77
